String ID,en-us,en-us-sms,en-us-voice,ko-kr,ko-kr-sms,ko-kr-voice,vi-vn,vi-vn-sms,vi-vn-voice,zh-cn,zh-cn-sms,zh-cn-voice,es-us,es-us-sms,es-us-voice,de-de,de-de-sms,de-de-voice,es-es,es-es-sms,es-es-voice,fi-fi,fi-fi-sms,fi-fi-voice,fr-fr,fr-fr-sms,fr-fr-voice,he-il,he-il-sms,he-il-voice,it-it,it-it-sms,it-it-voice,ja-jp,ja-jp-sms,ja-jp-voice,pt-pt,pt-pt-sms,pt-pt-voice,sv-se,sv-se-sms,sv-se-voice,th-th,th-th-sms,th-th-voice
c19.links/providers.az.pinal,"Pinal County COVID-19 Providers",,,,,,,,,,,,"Proveedores de COVID-19 del Condado de Pinal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c19.links/info.az.santacruz,"Santa Cruz COVID-19 Info",,,,,,,,,,,,"Santa Cruz COVID-19 Información",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c19.links/registration.az.santacruz,"Santa Cruz County COVID-19 Vaccination Registration",,,,,,,,,,,,"Registro de Vacunación COVID-19 del Condado de Santa Cruz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c19.links/info.az.yavapai,"Yavapai County COVID-19 Vaccine Status",,,,,,,,,,,,"Estado vacunal COVID-19 del condado de Yavapai",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c19.links/hotline.az.yavapai,"Yavapai County COVID-19 Hotline",,,,,,,,,,,,"Línea directa covid-19 del condado de Yavapai",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c19.links/info.az.yuma,"Yuma County COVID-19 Vaccination Info",,,,,,,,,,,,"Información de vacunación covid-19 del condado de Yuma",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c19.link/scheduling.phone.az,"602-542-1000",,,,,,,,,,,,"602-542-1000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c19.eligibility.moreinfo/essential_worker.are.az.1b,"This includes EMTs, paramedics, firefighters, police/law enforcement, and corrections staff",,,,,,,,,,,,"Esto incluye emts, paramédicos, bomberos, policías/fuerzas del orden y personal correccional",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c19.eligibility.moreinfo/essential_worker.az.1b,"EMTs, paramedics, firefighters, police/law enforcement, and corrections staff are eligible in the entire state. 

Counties and tribes may also choose to vaccinate the following groups defined by ACIP as a subset of essential workers at highest risk for work-related exposure. Confirm with your county department of health if your group is being prioritized.

- Food and agriculture
- Grocery store, convenience store, and carniceria workers
- U.S. Postal Service
- Manufacturing workers
- Public transit workers, including buses, Light Rail, Uber, Lyft, taxis, and rideshare
- State and local government workers
- Funeral home workers",,,,,,,,,,,,"Los equipos de emergencias, paramédicos, bomberos, policías y personal de correccionales son elegibles en todo el estado. 

Los condados y tribus también pueden optar por vacunar a los siguientes grupos definidos por ACIP como un subconjunto de trabajadores esenciales con mayor riesgo de exposición relacionada con el trabajo. Confirme con su departamento de salud del condado si su grupo está siendo priorizado.

- Alimentación y agricultura
- Tienda de comestibles, tienda de conveniencia y trabajadores de carniceria
- Servicio Postal de EE. UU.
- Trabajadores de la industria manufacturera
- Trabajadores de transporte público, incluyendo autobuses, Tren Ligero, Uber, Lyft, taxis y rideshare
- Trabajadores del gobierno estatal y local
- Trabajadores de funerarias",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c19.eligibility.moreinfo/essential_worker.az.1c,"EMTs, paramedics, firefighters, police/law enforcement, and corrections staff are eligible in the entire state. 

Counties and tribes may also choose to vaccinate the following groups defined by ACIP as a subset of essential workers at highest risk for work-related exposure. Confirm with your county department of health if your group is being prioritized.

- Food and agriculture
- Grocery store, convenience store, and carniceria workers
- U.S. Postal Service
- Manufacturing workers
- Public transit workers, including buses, Light Rail, Uber, Lyft, taxis, and rideshare
- State and local government workers
- Funeral home workers",,,,,,,,,,,,"Los equipos de emergencias, paramédicos, bomberos, policías y personal de correccionales son elegibles en todo el estado. 

Los condados y tribus también pueden optar por vacunar a los siguientes grupos definidos por ACIP como un subconjunto de trabajadores esenciales con mayor riesgo de exposición relacionada con el trabajo. Confirme con su departamento de salud del condado si su grupo está siendo priorizado.

- Alimentación y agricultura
- Tienda de comestibles, tienda de conveniencia y trabajadores de carniceria
- Servicio Postal de EE. UU.
- Trabajadores de la industria manufacturera
- Trabajadores de transporte público, incluyendo autobuses, Tren Ligero, Uber, Lyft, taxis y rideshare
- Trabajadores del gobierno estatal y local
- Trabajadores de funerarias",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c19.eligibility.moreinfo/essential_worker.az.45_and_older,"EMTs, paramedics, firefighters, police/law enforcement, and corrections staff are eligible in the entire state. 

Counties and tribes may also choose to vaccinate the following groups defined by ACIP as a subset of essential workers at highest risk for work-related exposure. Confirm with your county department of health if your group is being prioritized.

- Food and agriculture
- Grocery store, convenience store, and carniceria workers
- U.S. Postal Service
- Manufacturing workers
- Public transit workers, including buses, Light Rail, Uber, Lyft, taxis, and rideshare
- State and local government workers
- Funeral home workers",,,,,,,,,,,,"Los equipos de emergencias, paramédicos, bomberos, policías y personal de correccionales son elegibles en todo el estado. 

Los condados y tribus también pueden optar por vacunar a los siguientes grupos definidos por ACIP como un subconjunto de trabajadores esenciales con mayor riesgo de exposición relacionada con el trabajo. Confirme con su departamento de salud del condado si su grupo está siendo priorizado.

- Alimentación y agricultura
- Tienda de comestibles, tienda de conveniencia y trabajadores de carniceria
- Servicio Postal de EE. UU.
- Trabajadores de la industria manufacturera
- Trabajadores de transporte público, incluyendo autobuses, Tren Ligero, Uber, Lyft, taxis y rideshare
- Trabajadores del gobierno estatal y local
- Trabajadores de funerarias",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c19.eligibility.moreinfo/essential_worker.az.35_and_older,"EMTs, paramedics, firefighters, police/law enforcement, and corrections staff are eligible in the entire state. 

Counties and tribes may also choose to vaccinate the following groups defined by ACIP as a subset of essential workers at highest risk for work-related exposure. Confirm with your county department of health if your group is being prioritized.

- Food and agriculture
- Grocery store, convenience store, and carniceria workers
- U.S. Postal Service
- Manufacturing workers
- Public transit workers, including buses, Light Rail, Uber, Lyft, taxis, and rideshare
- State and local government workers
- Funeral home workers",,,,,,,,,,,,"Los equipos de emergencias, paramédicos, bomberos, policías y personal de correccionales son elegibles en todo el estado. 

Los condados y tribus también pueden optar por vacunar a los siguientes grupos definidos por ACIP como un subconjunto de trabajadores esenciales con mayor riesgo de exposición relacionada con el trabajo. Confirme con su departamento de salud del condado si su grupo está siendo priorizado.

- Alimentación y agricultura
- Tienda de comestibles, tienda de conveniencia y trabajadores de carniceria
- Servicio Postal de EE. UU.
- Trabajadores de la industria manufacturera
- Trabajadores de transporte público, incluyendo autobuses, Tren Ligero, Uber, Lyft, taxis y rideshare
- Trabajadores del gobierno estatal y local
- Trabajadores de funerarias",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
