String ID,en-us,en-us-sms,en-us-voice,ko-kr,ko-kr-sms,ko-kr-voice,vi-vn,vi-vn-sms,vi-vn-voice,zh-cn,zh-cn-sms,zh-cn-voice,es-us,es-us-sms,es-us-voice,de-de,de-de-sms,de-de-voice,es-es,es-es-sms,es-es-voice,fi-fi,fi-fi-sms,fi-fi-voice,fr-fr,fr-fr-sms,fr-fr-voice,he-il,he-il-sms,he-il-voice,it-it,it-it-sms,it-it-voice,ja-jp,ja-jp-sms,ja-jp-voice,pt-pt,pt-pt-sms,pt-pt-voice,sv-se,sv-se-sms,sv-se-voice,th-th,th-th-sms,th-th-voice
c19.link/scheduling.phone.forest,"715-478-3371",,,,,,,,,,,,"715-478-3371",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c19.link/scheduling.phone.langlade,"608-266-1683",,,,,,,,,,,,"608-266-1683",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c19.link/scheduling.phone.wi.lincoln,"715-539-1375",,,,,,,,,,,,"715-539-1375",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c19.link/scheduling.phone.wi.oneida,"715.369.6111",,,,,,,,,,,,"715.369.6111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c19.link/scheduling.phone.portage,"715-345-5350",,,,,,,,,,,,"715-345-5350",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c19.link/scheduling.phone.price,"715-339-3054",,,,,,,,,,,,"715-339-3054",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c19.link/scheduling.phone.wood,"715-421-8931",,,,,,,,,,,,"715-421-8931",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c19.link/scheduling.phone.barron,"715-537-6123",,,,,,,,,,,,"715-537-6123",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c19.link/scheduling.phone.buffalo,"608-685-4412",,,,,,,,,,,,"608-685-4412",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c19.link/scheduling.phone.burnett,"715-349-7600",,,,,,,,,,,,"715-349-7600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c19.link/scheduling.phone.chippewa,"715-726-7900",,,,,,,,,,,,"715-726-7900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c19.link/scheduling.phone.wi.clark,"715-743-5105",,,,,,,,,,,,"715-743-5105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c19.link/scheduling.phone.eau_claire,"715) 831-7425",,,,,,,,,,,,"715) 831-7425",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c19.link/scheduling.phone.la_crosse,"608-785-6240",,,,,,,,,,,,"608-785-6240",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c19.link/scheduling.phone.monroe,"608-269-8666",,,,,,,,,,,,"608-269-8666",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c19.link/scheduling.phone.pepin,"715-672-5961",,,,,,,,,,,,"715-672-5961",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c19.link/scheduling.phone.pierce,"844-684-1064",,,,,,,,,,,,"844-684-1064",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c19.link/scheduling.phone.polk,"715-485-8400",,,,,,,,,,,,"715-485-8400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c19.link/scheduling.phone.wi.st_croix," 715-246-8263",,,,,,,,,,,," 715-246-8263",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c19.link/scheduling.phone.washburn,"715-635-4402",,,,,,,,,,,,"715-635-4402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c19.link/scheduling.phone.wi.columbia,"608-742-9227",,,,,,,,,,,,"608-742-9227",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c19.link/scheduling.phone.crawford,"608-326-0229",,,,,,,,,,,,"608-326-0229",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c19.link/scheduling.phone.dane,"608-266-4821",,,,,,,,,,,,"608-266-4821",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c19.link/scheduling.phone.dodge," 920-386-4304",,,,,,,,,,,," 920-386-4304",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c19.link/scheduling.phone.green,"(608) 328-9390",,,,,,,,,,,,"(608) 328-9390",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c19.link/scheduling.phone.iowa,"608.930.9870",,,,,,,,,,,,"608.930.9870",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c19.link/scheduling.phone.watertown,"888-519-8405",,,,,,,,,,,,"888-519-8405",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c19.link/scheduling.phone.lafayette,"608-776-4895",,,,,,,,,,,,"608-776-4895",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c19.link/scheduling.phone.richland,"608-647-8821",,,,,,,,,,,,"608-647-8821",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c19.link/scheduling.phone.rock,"608-757-5440",,,,,,,,,,,,"608-757-5440",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c19.link/scheduling.phone.sauk," 608-355-3290",,,,,,,,,,,," 608-355-3290",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c19.link/scheduling.phone.kenosha,"262-605-6799",,,,,,,,,,,,"262-605-6799",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c19.link/scheduling.phone.milwaukee,"(414) 286-6800",,,,,,,,,,,,"(414) 286-6800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c19.link/scheduling.phone.ozaukee,"844-684-1064",,,,,,,,,,,,"844-684-1064",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c19.link/scheduling.phone.racine,"262-636-9201",,,,,,,,,,,,"262-636-9201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c19.link/scheduling.phone.walworth,"(262) 741-3200",,,,,,,,,,,,"(262) 741-3200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c19.link/scheduling.phone.waukesha,"262-548-7626",,,,,,,,,,,,"262-548-7626",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c19.eligibility.moreinfo/healthcare_worker.are_you_a.wi.1a,"SDMAC defines non-frontline essential health care personnel as personnel who are not involved in direct patient care but are essential for health system infrastructure. These staff are often affiliated with hospitals, but non-hospital employee non-frontline employees are also included.

Categories of non-frontline essential health care personnel job titles and settings include:

- Public health
- Emergency management
- Cyber security
- Health care critical supply chain functions, including the production, manufacturing, and distribution of vaccine
- Support roles, such as cleaning, HVAC, and refrigeration, critical to health system function",,,,,,,,,,,,"SDMAC define al personal de atención médica esencial no de primera línea como personal que no participa en la atención directa al paciente, pero que es esencial para la infraestructura del sistema de salud. Estos empleados a menudo están afiliados a hospitales, pero también se incluyen empleados no pertenecientes al hospital que no son de primera línea.

Las categorías de puestos de trabajo y entornos del personal de atención médica esencial no de primera línea incluyen:

- Salud pública
- Gestión de emergencias
- Ciberseguridad
- Funciones críticas de la cadena de suministro para el cuidado de la salud, incluida la producción, fabricación y distribución de vacunas
- Funciones de apoyo, como limpieza, climatización y refrigeración, fundamentales para la función del sistema de salud",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c19.eligibility.moreinfo/essential_worker.are_you_a_frontline.wi.1a,"According to the SDMAC's guidance, the definition of frontline health care personnel is: “individuals who provide direct patient service (compensated and uncompensated) or engage in healthcare services that place them into contact with patients who are able to transmit SARS-CoV-2, and/or infectious material containing SARS-CoV-2 virus.”",,,,,,,,,,,,"De acuerdo con la orientación de la SDMAC, la definición del personal de atención médica de primera línea es: ""individuos que prestan servicio directo al paciente (compensados y no compensados) o participan en servicios de salud que los ponen en contacto con pacientes que son capaces de transmitir SARS-CoV-2, y/o material infeccioso que contiene el virus SARS-CoV-2"".",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c19.eligibility.moreinfo/long_term_care_resident.are.wi.1a,"SDMAC's definition of residents of long-term care is: “adults who reside in facilities that provide a variety of services, including medical and personal care, to persons who are unable to live independently.”",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c19.eligibility.moreinfo/essential_worker.ff_leo_corrections.wi.1a,"Police and fire personnel, including correctional workers are now eligible to get the COVID-19 vaccine, which begins the first step into Phase 1B for Wisconsin.

Categories of job titles and settings include:

Correctional facility personnel
Probation and parole officers
DNR wardens",,,,,,,,,,,,"La policía y el personal de bomberos, incluidos los trabajadores correccionales, ahora son elegibles para recibir la vacuna COVID-19, que comienza el primer paso en la Fase 1B para Wisconsin.

Las categorías de puestos de trabajo y configuraciones incluyen:

Personal de las instalaciones correccionales
Oficiales de libertad condicional y libertad condicional
Celadores de DNR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c19.eligibility.moreinfo/essential_worker.are_you.wi.1a,"Starting March 1, all staff in in education settings became eligible to get the COVID-19 vaccine. This includes:

All staff in regulated child care, public and private school programs, out-of-school time programs, virtual learning support, and community learning center programs.
All staff in Boys and Girls Clubs and YMCAs.
All staff in preschool and Head Start through K-12 education settings.
Faculty and staff in higher education settings who have direct student contact.",,,,,,,,,,,,"A partir del 1 de marzo, todo el personal en los entornos educativos se convirtió en elegible para recibir la vacuna COVID-19. Esto incluye:

Todo el personal en cuidado infantil regulado, programas escolares públicos y privados, programas de tiempo fuera de la escuela, apoyo de aprendizaje virtual y programas de centros de aprendizaje comunitario.
Todo el personal de Boys and Girls Clubs y YMCAs.
Todo el personal en preescolar y Head Start a través de los entornos educativos K-12.
Profesores y personal en entornos de educación superior que tienen contacto directo con los estudiantes.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c19.eligibility.moreinfo/healthcare_worker.wi.1a,"According to the SDMAC's guidance, the definition of frontline health care personnel is: “individuals who provide direct patient service (compensated and uncompensated) or engage in healthcare services that place them into contact with patients who are able to transmit SARS-CoV-2, and/or infectious material containing SARS-CoV-2 virus.”

Starting March 1, non-frontline essential health care personnel became eligible to get the COVID-19 vaccine. SDMAC defines non-frontline essential health care personnel as personnel who are not involved in direct patient care but are essential for health system infrastructure. These staff are often affiliated with hospitals, but non-hospital employee non-frontline employees are also included.

Categories of non-frontline essential health care personnel job titles and settings include:

Public health
Emergency management
Cyber security
Health care critical supply chain functions, including the production, manufacturing, and distribution of vaccine
Support roles, such as cleaning, HVAC, and refrigeration, critical to health system function",,,,,,,,,,,,"De acuerdo con la orientación de la SDMAC, la definición del personal de atención médica de primera línea es: ""individuos que prestan servicio directo al paciente (compensados y no compensados) o participan en servicios de salud que los ponen en contacto con pacientes que son capaces de transmitir SARS-CoV-2, y/o material infeccioso que contiene el virus SARS-CoV-2"".

A partir del 1 de marzo, el personal de atención médica esencial no de primera línea pasó a ser elegible para recibir la vacuna COVID-19. SDMAC define al personal de atención médica esencial no de primera línea como personal que no participa en la atención directa al paciente, pero que es esencial para la infraestructura del sistema de salud. Estos empleados a menudo están afiliados a hospitales, pero también se incluyen empleados no pertenecientes al hospital que no son de primera línea.

Las categorías de puestos de trabajo y entornos del personal de atención médica esencial no de primera línea incluyen:

Salud pública
Gestión de emergencias
Ciberseguridad
Funciones críticas de la cadena de suministro de atención médica, incluida la producción, fabricación y distribución de
Funciones de apoyo, como limpieza, HVAC y refrigeración, críticas para la función del sistema de salud",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c19.eligibility.moreinfo/essential_worker.wi.1a,"Starting March 1, some public facing essential workers became eligible to get the COVID-19 vaccine. This includes:

-  911 operators
- Utility and communications infrastructure

Workers who cannot socially distance and are responsible for the fundamental processes and facilities that ensure electric, natural gas, steam, water, wastewater, internet, and telecommunications services are built, maintained, generated, distributed, and delivered to customers.

 - Public transit
Drivers who have frequent close contact with members of the public, limited to:
public and commercial intercity bus transportation services
municipal public transit services
those employed by specialized transit services for seniors, disabled persons, and low-income persons

- Food supply chain
Agricultural production workers, such as farm owners and other farm employees.
Critical workers who provide on-site support to multiple agricultural operations, such as livestock breeding and insemination providers, farm labor contractors, crop support providers, and livestock veterinarians.
Food production workers, such as dairy plant employees, fruit and vegetable processing plant employees, and animal slaughtering and processing employees.
Retail food workers, such as employees at grocery stores, convenience stores, and gas stations that also sell groceries.
Hunger relief personnel, including people involved in charitable food distribution, community food and housing providers, social services employees who are involved in food distribution, and emergency relief workers.
Restaurant workers.",,,,,,,,,,,,"A partir del 1 de marzo, algunos trabajadores esenciales que se enfrentan al público se convirtieron en elegibles para recibir la vacuna COVID-19. Esto incluye:

- 911 operadores
- Infraestructura de servicios públicos y comunicaciones

Los trabajadores que no pueden distanciarse socialmente y son responsables de los procesos e instalaciones fundamentales que garantizan los servicios eléctricos, de gas natural, vapor, agua, aguas residuales, Internet y telecomunicaciones se construyen, mantienen, generan, distribuyen y entregan a los clientes.

- Transporte público
Conductores que tienen contacto cercano frecuente con miembros del público, limitados a:
servicios públicos y comerciales de transporte interurbano de autobuses
servicios municipales de transporte público
los empleados por servicios de tránsito especializados para personas de la tercera edad, discapacitados y personas de bajos ingresos

- Cadena de suministro de alimentos
Trabajadores agrícolas de producción, como propietarios de granjas y otros empleados agrícolas.
Trabajadores críticos que brindan apoyo in situ a múltiples operaciones agrícolas, como proveedores de cría e inseminación de ganado, contratistas de mano de obra agrícola, proveedores de apoyo a cultivos y veterinarios ganaderos.
Trabajadores de producción de alimentos, como empleados de plantas lecheras, empleados de plantas de procesamiento de frutas y verduras, y empleados de sacrificio y procesamiento de animales.
Los trabajadores de alimentos al por menor, como los empleados en las tiendas de comestibles, tiendas de conveniencia y gasolineras que también venden comestibles.
Personal de socorro contra el hambre, incluidas las personas involucradas en la distribución caritativa de alimentos, los proveedores comunitarios de alimentos y vivienda, los empleados de servicios sociales que participan en la distribución de alimentos y los trabajadores de socorro de emergencia.
Trabajadores de restaurantes.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c19.eligibility.moreinfo/congregate.do.wi.1a,"Starting March 1, staff and residents of congregate living facilities became eligible to get the COVID-19 vaccine. Some settings in this group may be non-voluntary or provide services to marginalized populations - meaning residents do not have the resources or choice to mitigate exposure. Congregate living facility staff and residents include the following:

- Employer-based housing: Housing provided by an employer for three or more unrelated individuals that share bedrooms.
- Housing serving the elderly or people with disabilities: Residents of housing that meets the definitions of an adult family home, independent living apartments, community-based residential facility, residential care complex, state center for the disabled, mental health institute, and county-based center for the disabled.
- Shelters: Shelter provided to those who are homeless and/or in need of protection (for example, domestic violence shelters).
- Transitional housing: A project that is designed to provide housing and appropriate supportive services to homeless persons to facilitate movement to independent living when such facilities include shared bedrooms.
- Incarcerated individuals: Individuals in jails, prisons, and mental health institutes.",,,,,,,,,,,,"A partir del 1 de marzo, el personal y los residentes de las instalaciones de vida congregada se convirtieron en elegibles para recibir la vacuna COVID-19. Algunos entornos de este grupo pueden ser no voluntarios o proporcionar servicios a poblaciones marginadas, lo que significa que los residentes no tienen los recursos ni la opción de mitigar la exposición. El personal y los residentes de las instalaciones de congregación incluyen lo siguiente:

- Vivienda basada en el empleador: Vivienda proporcionada por un empleador para tres o más personas no relacionadas que comparten dormitorios.
- Vivienda que sirve a los ancianos o personas con discapacidades: Residentes de viviendas que cumplen con las definiciones de una casa familiar para adultos, apartamentos de vida independientes, instalaciones residenciales basadas en la comunidad, complejo de cuidado residencial, centro estatal para discapacitados, instituto de salud mental y centro basado en el condado para discapacitados.
- Refugios: Refugio proporcionado a personas sin hogar y/o que necesitan protección (por ejemplo, refugios contra la violencia doméstica).
- Vivienda transitoria: Un proyecto diseñado para proporcionar alojamiento y servicios de apoyo adecuados a las personas sin hogar para facilitar el movimiento a la vida independiente cuando tales instalaciones incluyen dormitorios compartidos.
- Individuos encarcelados: Individuos en cárceles, prisiones e institutos de salud mental.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c19.eligibility.moreinfo/health.wi.1a,"On March 22, individuals age 16 and older with certain medical conditions that have a greater risk of severe infection from COVID-19 became eligible. The decision was based on recommendations from the Centers for Disease Control (CDC) and is supported by Wisconsin's medical experts.

Eligibility includes individuals with the following conditions:

Asthma (moderate-to-severe)
Cancer
Cerebrovascular disease (affects blood vessels and blood supply to the brain)
Chronic kidney disease
COPD (chronic obstructive pulmonary disease)
Cystic fibrosis
Diabetes mellitus type 1 or 2
Down syndrome
Heart conditions, such as heart failure, coronary artery disease, or cardiomyopathies
Hypertension or high blood pressure
Immunocompromised state (weakened immune system) from solid organ transplant, blood or bone marrow transplant, immune deficiencies, HIV, use of corticosteroids, or use of other immune weakening medicines
Liver disease
Neurologic conditions, such as intellectual disabilities and dementia
Obesity (body mass index [BMI] of 30-39 kg/m2)
Overweight (BMI of 25-29 kg/m2)
Pregnancy
Pulmonary fibrosis (having damaged or scarred lung tissues)
Severe Obesity (BMI 40 kg/m2 or more)
Sickle cell disease
Thalassemia (a type of blood disorder)
Individuals with these medical conditions have multiple vaccination options, including through community-based clinics, health care providers, local health departments, and pharmacies.",,,,,,,,,,,,"El 22 de marzo, las personas de 16 años o más con ciertas condiciones médicas que tienen un mayor riesgo de infección grave por COVID-19 se convirtieron en elegibles. La decisión se basó en recomendaciones de los Centros para el Control de Enfermedades (CDC) y cuenta con el apoyo de expertos médicos de Wisconsin.

La elegibilidad incluye a las personas con las siguientes condiciones:

Asma (de moderada a grave)
Cáncer
Enfermedad cerebrovascular (afecta los vasos sanguíneos y el suministro de sangre al cerebro)
Enfermedad renal crónica
EPOC (enfermedad pulmonar obstructiva crónica)
Fibrosis quística
Diabetes mellitus tipo 1 o 2
Síndrome de Down
Afecciones cardíacas, como insuficiencia cardíaca, enfermedad de las arterias coronarias o cardiomiopatías
Hipertensión o presión arterial alta
Estado inmunodeprimido (sistema inmunitario debilitado) del trasplante de órganos sólidos, trasplante de sangre o médula ósea, deficiencias inmunes, VIH, uso de corticosteroides o uso de otros medicamentos inmunológicos debilitantes
Enfermedad hepática
Afecciones neurológicas, como discapacidad intelectual y demencia
Obesidad (índice de masa corporal [IMC] de 30-39 kg/m2)
Sobrepeso (IMC de 25-29 kg/m2)
Embarazo
Fibrosis pulmonar (tener tejidos pulmonares dañados o marcados)
Obesidad grave (IMC 40 kg/m2 o más)
Enfermedad de células falciformes
Talasemia (un tipo de trastorno sanguíneo)
Las personas con estas condiciones médicas tienen múltiples opciones de vacunación, incluso a través de clínicas comunitarias, proveedores de atención médica, departamentos de salud locales y farmacias.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c19.eligibility.moreinfo/long_term_care_resident.are_you.wi.1a,"Individuals enrolled in Medicaid long-term care programs became eligible to get the COVID-19 vaccine. This includes:

Members of Family Care and Family Care Partnership
Participants in IRIS (Include, Respect, I Self-Direct)
Children ages 16 years and older in the following programs:
Children's Long-Term Support Waiver Program
Katie Beckett Program
Children's Community Options Program (CCOP)
Children Come First
Wrap Around Milwaukee
Children with Medical Complexity Program",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c19.eligibility.moreinfo/age.16_up.wi.2,"All individuals ages 16 and older became eligible for the vaccine on April 5. Remember vaccine providers will prioritize previously eligible groups before vaccinating this group.

Please note the Pfizer vaccine is authorized for use in people age 16 and older. The Moderna and Johnson & Johnson vaccines are authorized for use in people age 18 and older",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
