String ID,en-us,ko-kr,vi-vn,zh-cn,es-us,de-de,es-es,fi-fi,fr-fr,he-il,it-it,ja-jp,pt-pt,sv-se,th-th
c19.link/scheduling.phone.description.klamath,"Vaccination scheduler for eligible people: 1-833-606-4370 General information recorded line: 541-885-6753",,,,"Programador de vacunación para personas elegibles: 1-833-606-4370 Línea de información general registrada: 541-885-6753",,,,,,,,,,
c19.link/scheduling.phone.lake,"541-947-6045",,,,"541-947-6045",,,,,,,,,,
c19.link/scheduling.phone.description.lake,"Mon. - Fri., 8 a.m. - 5 p.m.",,,,"Mon. - Viernes, 8 a.m. - 5 p.m.",,,,,,,,,,
c19.link/scheduling.phone.lane,"541-682-1380",,,,"541-682-1380",,,,,,,,,,
c19.link/scheduling.phone.or.lincoln,"541-265-0621",,,,"541-265-0621",,,,,,,,,,
c19.link/scheduling.phone.linn,"541-967-3888",,,,"541-967-3888",,,,,,,,,,
c19.link/scheduling.phone.malheur,"541-889-7279",,,,"541-889-7279",,,,,,,,,,
c19.link/scheduling.phone.morrow,"541-676-5649",,,,"541-676-5649",,,,,,,,,,
c19.link/scheduling.phone.sherman,"541-506-2600",,,,"541-506-2600",,,,,,,,,,
c19.link/scheduling.phone.tillamook,"503-842-3914",,,,"503-842-3914",,,,,,,,,,
c19.link/scheduling.phone.umatilla,"541-278-5432",,,,"541-278-5432",,,,,,,,,,
c19.link/scheduling.phone.union,"541-962-8800",,,,"541-962-8800",,,,,,,,,,
c19.link/scheduling.phone.wallowa,"541-426-5437",,,,"541-426-5437",,,,,,,,,,
c19.link/scheduling.phone.description.wallowa,"Mon. - Fri., 8 a.m. - 4 p.m.",,,,"Mon. - Viernes, 8 a.m. - 4 p.m.",,,,,,,,,,
c19.link/scheduling.phone.wasco,"541-506-2600",,,,"541-506-2600",,,,,,,,,,
c19.link/scheduling.phone.wheeler,"971-762-0527",,,,"971-762-0527",,,,,,,,,,
c19.link/scheduling.phone.yamhill,"503-474-4100",,,,"503-474-4100",,,,,,,,,,
c19.eligibility.moreinfo/congregate.do.or.1b,"This includes all paid and unpaid healthcare personnel, all staff and contractors, including residents who meet the age requirements of Residential care facilities, Adult foster care, Group homes for people with intellectual and developmental disabilities, Other similar congregate care sites; 
- Hospice programs
- Mobile crisis care and related services
- Individuals working in a correctional setting
- Adults and youth in custody 16 years and older",,,,,,,,,,,,,,
c19.eligibility.moreinfo/healthcare_worker.or.1b,"This includes
- Hospital staff with patient care responsibilities
- Urgent care
- Skilled nursing and memory care facility healthcare personnel (HCP) and residents
- Tribal health programs
- Emergency medical services (EMS) providers and other first responders
- All health care interpreters and traditional health workers in any setting within Phase 1a
- HCPs in outpatient settings serving specific high-risk groups
- Day treatment services
- Non-emergency medical transport (NEMT)
- Paid or unpaid caregivers (including parents or foster parents) of medically fragile children or adults who live at home
- Adults and age-eligible children who have a medical condition or disability who receive services in their homes
- All other outpatient HCPs
- Other HCP who provide direct service to people with I/DD and other high-risk populations.
- Other public health settings, such as HCP serving WIC, or CBO's with direct or indirect exposures",,,,"Esto incluye
- Personal del hospital con responsabilidades de atención al paciente
- Atención urgente
- Personal sanitario especializado en enfermería y atención de la memoria (HCP) y residentes
- Programas tribales de salud
- Proveedores de servicios médicos de emergencia (EMS) y otros socorristas
- Todos los intérpretes de atención médica y los trabajadores sanitarios tradicionales en cualquier entorno dentro de la Fase 1a
- HHCPs en entornos ambulatorios que sirven a grupos específicos de alto riesgo
- Servicios de tratamiento diurnológico
- Transporte médico no de emergencia (NEMT)
- Cuidadores pagados o no remunerados (incluidos padres o padres adoptivos) de niños o adultos médicamente frágiles que viven en casa
- Adultos y niños con edad que tienen una condición médica o discapacidad que reciben servicios en sus hogares
- Todos los demás HPE ambulatorios
- Otros HCP que prestan servicio directo a personas con I/DD y otras poblaciones de alto riesgo.
- Otros entornos de salud pública, como HCP que sirve WIC, o CBO con exposiciones directas o indirectas",,,,,,,,,,
c19.eligibility.moreinfo/essential_worker.are_you.or.1b,"This includes childcare providers, early learning and K-12 educators and staff",,,,,,,,,,,,,,
c19.eligibility.moreinfo/healthcare_worker.or.1b_group_6,"This includes
- Hospital staff with patient care responsibilities
- Urgent care
- Skilled nursing and memory care facility healthcare personnel (HCP) and residents
- Tribal health programs
- Emergency medical services (EMS) providers and other first responders
- All health care interpreters and traditional health workers in any setting within Phase 1a
- HCPs in outpatient settings serving specific high-risk groups
- Day treatment services
- Non-emergency medical transport (NEMT)
- Paid or unpaid caregivers (including parents or foster parents) of medically fragile children or adults who live at home
- Adults and age-eligible children who have a medical condition or disability who receive services in their homes
- All other outpatient HCPs
- Other HCP who provide direct service to people with I/DD and other high-risk populations.
- Other public health settings, such as HCP serving WIC, or CBO's with direct or indirect exposures",,,,,,,,,,,,,,
c19.eligibility.moreinfo/essential_worker.or.1b_group_6,"This includes:
- Migrant and seasonal farm workers
- Seafood and agricultural workers
- Food processing workers
- Wildland firefighters",,,,,,,,,,,,,,
c19.eligibility.moreinfo/health.are_you_currently.or.1b_group_6,"Pregnant people 16 and older are eligible",,,,,,,,,,,,,,
c19.eligibility.moreinfo/housing.are.or.1b_group_6,"This includes:
- Individuals experiencing houselessness (sheltered and unsheltered)
- People currently displaced by wildfires",,,,,,,,,,,,,,
c19.eligibility.moreinfo/congregate.are.or.1b_group_6,"This includes people living in low-income senior housing, senior congregate and independent living",,,,,,,,,,,,,,
c19.eligibility.moreinfo/essential_worker.or.1b,"This includes migrant and seasonal farmworkers currently working in the fields",,,,,,,,,,,,,,
c19.eligibility.moreinfo/congregate.do.or.1b_group_6,"This includes all paid and unpaid healthcare personnel, all staff and contractors, including residents who meet the age requirements of Residential care facilities, Adult foster care, Group homes for people with intellectual and developmental disabilities, Other similar congregate care sites; 
- Hospice programs
- Mobile crisis care and related services
- Individuals working in a correctional setting
- Adults and youth in custody 16 years and older",,,,,,,,,,,,,,
c19.eligibility.moreinfo/healthcare_worker.or.1b_group_7,"This includes
- Hospital staff with patient care responsibilities
- Urgent care
- Skilled nursing and memory care facility healthcare personnel (HCP) and residents
- Tribal health programs
- Emergency medical services (EMS) providers and other first responders
- All health care interpreters and traditional health workers in any setting within Phase 1a
- HCPs in outpatient settings serving specific high-risk groups
- Day treatment services
- Non-emergency medical transport (NEMT)
- Paid or unpaid caregivers (including parents or foster parents) of medically fragile children or adults who live at home
- Adults and age-eligible children who have a medical condition or disability who receive services in their homes
- All other outpatient HCPs
- Other HCP who provide direct service to people with I/DD and other high-risk populations.
- Other public health settings, such as HCP serving WIC, or CBO's with direct or indirect exposures",,,,,,,,,,,,,,
c19.eligibility.moreinfo/congregate.do.or.1b_group_7,"This includes all paid and unpaid healthcare personnel, all staff and contractors, including residents who meet the age requirements of Residential care facilities, Adult foster care, Group homes for people with intellectual and developmental disabilities, Other similar congregate care sites; 
- Hospice programs
- Mobile crisis care and related services
- Individuals working in a correctional setting
- Adults and youth in custody 16 years and older",,,,,,,,,,,,,,
c19.eligibility.moreinfo/essential_worker.or.1b_group_7,"This includes:
- Migrant and seasonal farm workers
- Seafood and agricultural workers
- Food processing workers
- Wildland firefighters",,,,,,,,,,,,,,
c19.eligibility.moreinfo/health.are_you_currently.or.1b_group_7,"Pregnant people 16 and older are eligible",,,,,,,,,,,,,,
c19.eligibility.moreinfo/housing.are.or.1b_group_7,"This includes:
- Individuals experiencing houselessness (sheltered and unsheltered)
- People currently displaced by wildfires",,,,,,,,,,,,,,
c19.eligibility.moreinfo/congregate.are.or.1b_group_7,"This includes people living in low-income senior housing, senior congregate and independent living",,,,,,,,,,,,,,
c19.eligibility.moreinfo/health.or.1b_group_7,"This includes:
- Cancer
- Chronic kidney disease
- Chronic lung diseases, including COPD (chronic obstructive pulmonary disease), asthma (moderate-to-severe), interstitial lung disease, cystic fibrosis, and pulmonary hypertension
- Dementia or other neurological conditions
- Diabetes (type 1 or type 2)
- Down syndrome
- Heart conditions (such as heart failure, coronary artery disease, cardiomyopathies or hypertension)
- HIV infection
- Immunocompromised state (weakened immune system)
- Liver disease
- Overweight and obesity
- Pregnancy
- Sickle cell disease or thalassemia
- Smoking, current or former
- Solid organ or blood stem cell transplant
- Stroke or cerebrovascular disease, which affects blood flow to the brain
- Substance use disorders",,,,,,,,,,,,,,
c19.eligibility.moreinfo/essential_worker.are_you_classified.or.1b_group_7,"A frontline worker is someone who has a job that puts the individual at higher risk for contracting COVID-19 because of:
» Regular close contact with others outside of their household (less than six feet); and
» Routine (more than 15 minutes per person(s)) close contact with others outside of their household; and
» They cannot perform their job duties from home or another setting that limits the close or routine contact with others outside of their household. 

The list of frontline workers includes:
• Vaccine manufacturing, and manufacturing of therapeutics, devices, supplies, or personal protective equipment
• Other food and agriculture not included in Phase 1b, Group 6, including ranching, beverage manufacturing, nurseries, garden centers, farm supply stores, veterinary services, fishing and hunting, forestry
• Grocery stores and retail (any) stores, including food markets, pharmacies, convenience stores, retail clothing and specialty stores
• Community colleges, colleges, universities, vocational rehabilitation, trade and professional schools and related educational support services, administration of education programs
• U.S. Postal Service
• Public transit, including rural, interurban and urban bus and rail operators, school and employee bus transportation, special needs transportation
• Manufacturing, including wood, paper, petroleum, coal, asphalt, roofing, chemical, plastics, metal, industrial machinery, computers, electronics, transportation, cabinet and countertops, medical equipment, repair and maintenance, industrial design services
• Transportation and logistics for any industry included in Phase 1b, including air, rail, water, truck, taxi, limousine, charter bus, other transit and ground passenger transportation, driving schools, wholesalers, warehousing, storage and delivery services, packaging and labeling, motor vehicle and parts dealers, electronic shopping and parts dealers, transportation rental and leasing, and repair and maintenance, related services
• Food service, including restaurants and bars, commissaries, community food service
• Energy, including utilities, oil and gas extraction, mining, gas stations, fuel dealers, fuel delivery, environmental consulting, utilities
• Water and wastewater, solid waste management and recycling, including utilities
• Housing, including construction, contractors, real estate, community housing services, affordable housing programs, traveler accommodations, commercial accommodations, interior design, architectural, engineering and related services.
• Information technology and communications, including software publishing, telecommunications, data processing, hosting and related services, internet publishing and broadcasting and web search portals, computer system design and related services, consumer electronics repair and maintenance, communication equipment repair and maintenance
• News media, including broadcasting and publishing, newsstands
• Child day care services not included in Phase 1b, groups 1-4, including day camps and afterschool activities.
• Public health, including scientific and technical consulting, research and development, administration
• Health care and related services not included in Phase 1a, including services for elderly and persons with disabilities, other individual and family services, funeral homes and funeral services, cemeteries and crematories
• Public safety not included in Phase 1a, including, including civil engineering, waste management and remediation services, human services and social services, such as child protective services
• Finance, including banks, credit intermediation, credit bureaus, securities, commodities contracts, financial investments and related activities, accounting, tax preparation, payroll services, company management,
• Legal, including courts staff, judges, attorneys, court reporting, parole and probation offices
• Government, including employees and contractors performing services or business for the public, and elected officials, libraries
• State of Oregon legislative and executive branch as specified by the Department of Administrative Services (DAS)
• Other: Investigation and security services, zoos and botanical gardens, nature parks and similar institutions, amusement and recreation industries, appliance repair and maintenance, personal and household goods repair and maintenance, pet care, drying cleaning and laundry services, religious organizations, private household services (e.g. in-home child care, housecleaning, in-home repair), administration of conservation programs ",,,,,,,,,,,,,,
