String ID,en-us,ko-kr,vi-vn,zh-cn,es-us,de-de,es-es,fi-fi,fr-fr,he-il,it-it,ja-jp,pt-pt,sv-se,th-th
cdc/south_dakota/state_link,"South Dakota Department of Health","사우스다코타 보건부","Sở Y tế Nam Dakota","南达科他州卫生部","Departamento de Salud de Dakota del Sur",,,,,,,,,,
cdc/ohio/state_link,"Ohio Department of Health","오하이오 보건부","Sở Y tế Ohio","俄亥俄州卫生部","Departamento de Salud de Ohio",,,,,,,,,,
cdc/alaska/state_link,"Alaska Department of Health and Social Services","알래스카 보건 사회 복지부","Sở Y tế và Dịch vụ Xã hội Alaska","阿拉斯加州卫生与社会服务部","Departamento de Salud y Servicios Sociales de Alaska",,,,,,,,,,
cdc/maryland/state_link,"Maryland Department of Health","메릴랜드 보건부","Sở Y tế Maryland","马里兰州卫生部","Departamento de Salud de Maryland",,,,,,,,,,
cdc/massachusetts/state_link,"Massachusetts Department of Public Health","매사추세츠 공중보건부","Sở Y tế Công cộng Massachusetts","马萨诸塞州公共卫生部","Departamento de Salud Pública de Massachusetts",,,,,,,,,,
cdc/idaho/state_link,"Idaho Department of Health and Welfare","아이다호 보건복지부","Sở Y tế và Phúc lợi Idaho","爱达荷州卫生与福利部","Departamento de Salud y Bienestar de Idaho",,,,,,,,,,
cdc/new_york/state_link,"New York State Department of Health","뉴욕주 보건부","Sở Y tế Tiểu bang New York","纽约州卫生部","Departamento de Salud del Estado de Nueva York",,,,,,,,,,
cdc/new_jersey/state_link,"New Jersey Department of Health","뉴저지 보건부","Sở Y tế New Jersey","新泽西州卫生部","Departamento de Salud de Nueva Jersey",,,,,,,,,,
cdc/indiana/state_link,"Indiana State Department of Health","인디애나주 보건부","Sở Y tế Tiểu bang Indiana","印第安纳州卫生部","Departamento de Salud del Estado de Indiana",,,,,,,,,,
cdc/delaware/state_link,"Delaware Division of Public Health","델라웨어 공중보건부","Cục Y tế Công cộng Delaware","特拉华州公共卫生部","División de Salud Pública de Delaware",,,,,,,,,,
cdc/vermont/state_link,"Vermont Department of Health","버몬트 보건부","Sở Y tế Vermont","佛蒙特州卫生部","Departamento de Salud de Vermont",,,,,,,,,,
cdc/pennsylvania/state_link,"Pennsylvania Department of Health","펜실베니아 보건부","Sở Y tế Pennsylvania","宾夕法尼亚州卫生部","Departamento de Salud de Pensilvania",,,,,,,,,,
cdc/montana/state_link,"Montana Department of Public Health and Human Services","몬태나 보건복지부","Sở Y tế Công cộng và Dịch vụ Nhân sinh Montana","蒙大纳州公共卫生与公共服务部","Departamento de Salud Pública y Servicios Humanos de Montana",,,,,,,,,,
cdc/missouri/state_link,"Missouri Department of Health and Senior Services","미주리 보건노인복지부","Sở Y tế và Dịch vụ cho Người cao tuổi Missouri","密苏里州卫生与老年服务部","Departamento de Salud y Servicios para Adultos Mayores de Missouri",,,,,,,,,,
cdc/marshall_islands/state_link,"Republic of the Marshall Islands Ministry of Health and Human Services","마셜 제도 공화국 보건복지부","Bộ Y tế và Dịch vụ Nhân sinh Cộng hòa Quần đảo Marshall","马绍尔群岛共和国卫生与公共服务部","Ministerio de Salud y Servicios Humanos de la República de las Islas Marshall",,,,,,,,,,
cdc/northern_mariana_islands/state_link,"Commonwealth of the Northern Mariana Islands, Commonwealth Healthcare Corporation","북마리아나 제도 연방 보건의료 공단","Khối thịnh vượng Quần đảo Bắc Mariana, Cơ quan Y tế Khối thịnh vượng","北马里亚纳群岛自由联邦的联邦医疗保健公司","Commonwealth de las Islas Marianas del Norte, Commonwealth Healthcare Corporation",,,,,,,,,,
cdc/rhode_island/state_link,"Rhode Island Department of Health","로드아일랜드 보건부","Sở Y tế Đảo Rhode","罗得岛州卫生部","Departamento de Salud de Rhode Island",,,,,,,,,,
cdc/us_virgin_islands/state_link,"US Virgin Islands Department of Health","미국령 버진아일랜드 보건부","Sở Y tế Quần đảo Virgin thuộc Hoa Kỳ","美属维尔京群岛卫生部","Departamento de Salud de las Islas Vírgenes de los EE. UU.",,,,,,,,,,
cdc/new_hampshire/state_link,"New Hampshire Department of Health and Human Services","뉴햄프셔 보건복지부","Sở Y tế và Dịch vụ Nhân sinh New Hampshire","新罕布什尔州卫生与公共服务部","Departamento de Salud y Servicios Humanos de Nuevo Hampshire",,,,,,,,,,
cdc/wisconsin/state_link,"Wisconsin Department of Health Services","위스콘신 보건부","Sở Y tế Wisconsin","威斯康星州卫生服务部","Departamento de Servicios de Salud de Wisconsin",,,,,,,,,,
cdc/kansas/state_link,"Kansas Department of Health and Environment","캔자스 공중보건환경부","Sở Y tế và Môi trường Kansas","堪萨斯州卫生与环境部","Departamento de Salud y Medio Ambiente de Kansas",,,,,,,,,,
cdc/federated_states_of_micronesia/state_link,"Federated States of Micronesia National Government, Department of Health and Social Affairs","미크로네시아 연방 중앙 정부, 보건사회부","Bộ Y tế và Xã hội, Chính phủ Liên bang Micronesia","密克罗尼西亚联邦国民政府卫生与社会事务部","Estados Federados del Gobierno Nacional de Micronesia, Departamento de Salud y Asuntos Sociales",,,,,,,,,,
cdc/kentucky/state_link,"Kentucky Department for Public Health","켄터키 공중보건부","Sở Y tế Công cộng Kentucky","肯塔基州公共卫生部","Departamento de Salud Pública de Kentucky",,,,,,,,,,
cdc/south_carolina/state_link,"South Carolina Department of Health and Environmental Control","사우스캐롤라이나 보건환경관리과","Sở Y tế và Kiểm soát Môi trường Nam Carolina","南卡罗来纳州卫生与环境控制部","Departamento de Salud y Control Ambiental de Carolina del Sur",,,,,,,,,,
cdc/minnesota/state_link,"Minnesota Department of Health","미네소타 보건부","Sở Y tế Minnesota","明尼苏达州卫生部","Departamento de Salud de Minnesota",,,,,,,,,,
cdc/nevada/state_link,"Nevada Division of Public and Behavioral Health","네바다 공중보건 및 행동건강부","Cục Y tế Công cộng và Sức khỏe Hành vi Nevada","内华达州公共与行为健康部","División de Salud Pública y del Comportamiento de Nevada",,,,,,,,,,
cdc/arkansas/state_link,"Arkansas Department of Health","아칸소 보건부","Sở Y tế Arkansas","阿肯色州卫生部","Departamento de Salud de Arkansas",,,,,,,,,,
cdc/puerto_rico/state_link,"Puerto Rico Department of Health (Departamento de Salud, Gobierno de Puerto Rico)  (en español)","푸에르토리코 보건부(Departamento de Salud, Gobierno de Puerto Rico) (en español)","Sở Y tế Puerto Rico (Departamento de Salud, Gobierno de Puerto Rico) (en español)","波多黎各卫生部 (Departamento de Salud, Gobierno de Puerto Rico) (en español)","Departamento de Salud de Puerto Rico (Departamento de Salud, Gobierno de Puerto Rico) (en español)",,,,,,,,,,
cdc/louisiana/state_link,"Louisiana Department of Health","루이지애나 보건부","Sở Y tế Louisiana","路易斯安那州卫生部","Departamento de Salud de Luisiana",,,,,,,,,,
cdc/north_carolina/state_link,"North Carolina Department of Health and Human Services","노스캐롤라이나 보건복지부","Sở Y tế Công cộng và Dịch vụ Nhân sinh Bắc Carolina","北卡罗来纳州卫生与公共服务部","Departamento de Salud y Servicios Humanos de Carolina del Norte",,,,,,,,,,
cdc/maine/state_link,"Maine Department of Health and Human Services","메인 보건복지부","Sở Y tế và Dịch vụ Nhân sinh Maine","缅因州卫生与公共服务部","Departamento de Salud y Servicios Humanos de Maine",,,,,,,,,,
cdc/california/state_link,"California Department of Public Health","캘리포니아 공중보건부","Sở Y tế Công cộng California","加利福尼亚州公共卫生部","Departamento de Salud Pública de California",,,,,,,,,,
cdc/oklahoma/state_link,"Oklahoma State Department of Health","오클라호마주 보건부","Sở Y tế Tiểu bang Oklahoma","俄克拉荷马州卫生部","Departamento de Salud del Estado de Oklahoma",,,,,,,,,,
cdc/nebraska/state_link,"Nebraska Department of Health and Human Services","네브라스카 보건복지부","Sở Y tế và Dịch vụ Nhân sinh Nebraska","内布拉斯加州卫生与公共服务部","Departamento de Salud y Servicios Humanos de Nebraska",,,,,,,,,,
cdc/georgia/state_link,"Georgia Department of Public Health","조지아 공중보건부","Sở Y tế Công cộng Georgia","乔治亚州公共卫生部","Departamento de Salud Pública de Georgia",,,,,,,,,,
cdc/florida/state_link,"Florida Department of Health","플로리다 보건부","Sở Y tế Florida","佛罗里达州卫生部","Departamento de Salud de Florida",,,,,,,,,,
cdc/washington/state_link,"Washington State Department of Health","워싱턴 주 보건부","Bộ Y tế Tiểu bang Washington","華盛頓州衛生部","Departamento de Salud del Estado de Washington",,,,,,,,,,
cdc/illinois/state_link,"Illinois Department of Public Health","일리노이 공중보건부","Sở Y tế Công cộng Illinois","伊利诺斯州公共卫生部","Departamento de Salud Pública de Illinois",,,,,,,,,,
cdc/mississippi/state_link,"Mississippi State Department of Health","미시시피주 보건부","Sở Y tế Tiểu bang Mississippi","密西西比州卫生部","Departamento de Salud del Estado de Misisipi",,,,,,,,,,
cdc/hawaii/state_link,"Hawaii State Department of Health","하와이주 보건부","Sở Y tế Tiểu bang Hawaii","夏威夷州卫生部","Departamento de Salud del Estado de Hawái",,,,,,,,,,
cdc/arizona/state_link,"Arizona Department of Health Services","애리조나 보건부","Sở Dịch vụ Y tế Arizona","亚利桑那州卫生服务部","Departamento de Servicios de Salud de Arizona",,,,,,,,,,
cdc/iowa/state_link,"Iowa Department of Public Health","아이오와 공중보건부","Sở Y tế Công cộng Iowa","爱荷华州公共卫生部","Departamento de Salud Pública de Iowa",,,,,,,,,,
cdc/guam/state_link,"Guam Department of Public Health and Social Services, Division of Public Health","괌 공중보건사회복지부, 공중보건과","Cục Y tế Công cộng, Sở Y tế Công cộng và Dịch vụ Xã hội Guam","关岛公共卫生与社会服务部、公共卫生部","Departamento de Salud Pública y Servicios Sociales de Guam, División de Salud Pública",,,,,,,,,,
cdc/michigan/state_link,"Michigan Department of Health and Human Services","미시간 보건복지부","Sở Y tế và Dịch vụ Nhân sinh Michigan","密歇根州卫生与公共服务部","Departamento de Salud y Servicios Humanos de Michigan",,,,,,,,,,
cdc/colorado/state_link,"Colorado Department of Public Health and Environment","콜로라도 공중보건환경부","Sở Y tế Công cộng và Môi trường Colorado","科罗拉多州公共卫生与环境部","Departamento de Salud Pública y Medio Ambiente de Colorado",,,,,,,,,,
cdc/tennessee/state_link,"Tennessee Department of Health","테네시 보건부","Sở Y tế Tennessee","田纳西州卫生部","Departamento de Salud de Tennessee",,,,,,,,,,
cdc/connecticut/state_link,"Connecticut State Department of Public Health","코네티컷주 공중보건부","Sở Y tế Công cộng Connecticut","康涅狄格州公共卫生部","Departamento de Salud Pública del Estado de Connecticut",,,,,,,,,,
cdc/oregon/state_link,"Oregon Health Authority, Public Health Division","오리건 보건당국, 공중보건부","Vụ Y tế, Cục Y tế Công cộng Oregon","俄勒冈州卫生局、公共卫生部","Autoridad Sanitaria de Oregón, División de Salud Pública",,,,,,,,,,
cdc/alabama/state_link,"Alabama Department of Public Health","앨라배마 공중보건부","Sở Y tế Công cộng Alabama","阿拉巴马州公共卫生部","Departamento de Salud Pública de Alabama",,,,,,,,,,
cdc/virginia/state_link,"Virginia Department of Health","버지니아 보건부","Sở Y tế Virginia","弗吉尼亚州卫生部","Departamento de Salud de Virginia",,,,,,,,,,
cdc/utah/state_link,"Utah Department of Health","유타 보건부","Sở Y tế Utah","犹他州卫生部","Departamento de Salud de Utah",,,,,,,,,,
cdc/texas/state_link,"Texas Department of State Health Services","텍사스 주 보건복지부","Sở Y tế Tiểu bang Texas","德克萨斯州卫生服务部","Departamento Estatal de Servicios de Salud de Texas",,,,,,,,,,
cdc/wyoming/state_link,"Wyoming Department of Health","와이오밍 보건부","Sở Y tế Wyoming","怀俄明州卫生部","Departamento de Salud de Wyoming",,,,,,,,,,
cdc/new_mexico/state_link,"New Mexico Department of Health","뉴멕시코 보건부","Sở Y tế New Mexico","新墨西哥州卫生部","Departamento de Salud de Nuevo México",,,,,,,,,,
cdc/palau/state_link,"Republic of Palau Ministry of Health","팔라우공화국 보건성","Bộ Y tế Cộng hòa Palau","帕劳共和国卫生部","Ministerio de Salud de la República de Palaos",,,,,,,,,,
cdc/west_virginia/state_link,"West Virginia Department of Health and Human Resources, Bureau for Public Health","웨스트버지니아 보건인적자원부, 공중보건부","Cục Y tế Công cộng, Sở Y tế và Dịch vụ Nhân sinh Tây Virginia","西佛吉尼亚州卫生与人力资源部、公共卫生局","Departamento de Salud y Recursos Humanos de Virginia Occidental, Departamento de Salud Pública",,,,,,,,,,
cdc/district_of_columbia/state_link,"District of Columbia Department of Health","워싱턴 DC 보건부","Sở Y tế Đặc khu Columbia","哥伦比亚特区卫生部","Departamento de Salud del Distrito de Columbia",,,,,,,,,,
cdc/north_dakota/state_link,"North Dakota Department of Health","노스다코타 보건부","Sở Y tế Bắc Dakota","北达科他州卫生部","Departamento de Salud de Dakota del Norte",,,,,,,,,,
cdc/california_-_los_angeles_county/state_link,"Los Angeles County Department of Public Health","로스앤젤레스 군 공중보건부","Sở Y tế Công cộng Quận Los Angeles","洛杉矶郡公共卫生部","Departamento de Salud Pública del Condado de Los Ángeles",,,,,,,,,,
cdc/american_samoa/state_link,"American Samoa Government Department of Human and Social Services","미국령 사모아 정부 사회복지부","Sở Y tế và Dịch vụ Xã hội Chính phủ Samoa thuộc Hoa Kỳ","美属萨摩亚政府公众与社会服务部","Departamento de Servicios Humanos y Sociales del Gobierno de Samoa Estadounidense",,,,,,,,,,
c19.test/special_chars,"✓•■≥’–",,,,,,,,,,,,,,
c19/how_did_we_do,"Let us know how we did at [$SUPPORT_EMAIL](mailto:$SUPPORT_EMAIL)",,,,"Háganos saber cómo lo hicimos en [$SUPPORT_EMAIL](mailto:$SUPPORT_EMAIL)",,,,,,,,,,
c19.entry/prompt,"How can I help you?",,,,"¿Cómo puedo ayudarle?",,,,,,,,,,
c19.entry/tos,"A coalition of world-leading medical and research institutions, blood centers, life science companies, technology companies, philanthropic organizations, and survivor groups has come together to support the rapid development of potential new therapies for COVID-19 prevention, including vaccines.

You are invited to voluntarily provide a ZIP code and answer the non-personally identifiable questions below ('Inquiry Form') to determine your current eligibility to receive a COVID-19 vaccine in your state or locality. For more information about how your privacy is protected, please see the [Privacy Policy]($PRIVACY_POLICY_URL).

This Inquiry Form is not designed or intended to be a substitute for, nor should it be used to replace professional medical advice, diagnosis, treatment, or judgment. It is recommended that you always seek the advice of your physician or other qualified health care provider with any questions you may have regarding a medical condition or treatment, and do not disregard professional medical advice or delay in seeking it because of something you have read on this website.

You can provide feedback by emailing [$SUPPORT_EMAIL](mailto:$SUPPORT_EMAIL)

Do you accept these terms?",,,,"Una coalición de instituciones médicas y de investigación líderes en el mundo, centros de sangre, empresas de ciencias de la vida, empresas tecnológicas, organizaciones filantrópicas y grupos de sobrevivientes se ha unido para apoyar el rápido desarrollo de nuevas terapias potenciales para la prevención covid-19, incluidas las vacunas.

Se le invita a proporcionar voluntariamente un código postal y responder a las preguntas no identificables personalmente a continuación ('Formulario de consulta') para determinar su elegibilidad actual para recibir una vacuna COVID-19 en su estado o localidad. Para obtener más información acerca de cómo se protege su privacidad, consulte la [Política de privacidad]($PRIVACY_POLICY_URL).

Este Formulario de Investigación no está diseñado o destinado a ser un sustituto, ni debe ser utilizado para reemplazar el asesoramiento médico profesional, diagnóstico, tratamiento o juicio. Se recomienda que siempre busque el consejo de su médico u otro proveedor de atención médica calificado con cualquier pregunta que pueda tener con respecto a una condición médica o tratamiento, y no ignore el consejo médico profesional o el retraso en buscarlo debido a algo que haya leído en este sitio web.

Puede proporcionar comentarios enviando un correo electrónico a [$SUPPORT_EMAIL](mailto:$SUPPORT_EMAIL)

¿Aceptas estos términos?",,,,,,,,,,
c19.entry/tos_rejected,"Unfortunately I cannot help you if you do not accept the terms. Goodbye.",,,,"Desafortunadamente no puedo ayudarte si no aceptas los términos. Adiós.",,,,,,,,,,
c19.entry/preamble_bing,"This project was made possible through a partnership with The MITRE Corporation and is enabled by Microsoft's Azure platform.",,,,"Este proyecto fue posible gracias a una asociación con MITRE Corporation y está habilitado por la plataforma Azure de Microsoft.",,,,,,,,,,
c19.question_series/answer_options_yesno,"[""Yes"", ""No""]",,,,"[""Sí"", ""No""]",,,,,,,,,,
c19.question_series/answer_options_yesnoinfo,"[""Yes"", ""No"", ""More Info""]",,,,"[""Sí"", ""No"", ""Más información""]",,,,,,,,,,
c19.entry/unknown_question,"I'm not sure how to help you with that. Please try one of the prepared questions.",,,,"No estoy seguro de cómo ayudarte con eso. Por favor, pruebe una de las preguntas preparadas.",,,,,,,,,,
c19.locate/what_is_your_location,"Vaccine eligibility is based on where you live. Please enter your zip code or city and state.",,,,"La elegibilidad para la vacuna se basa en el lugar donde vive. Introduzca su código postal o ciudad y estado.",,,,,,,,,,
c19.locate/select_location,"I found multiple matching locations. Please select the correct location or re-enter your location.",,,,"Encontré varias ubicaciones coincidentes. Seleccione la ubicación correcta o vuelva a introducir su ubicación.",,,,,,,,,,
c19.locate/reenter_location_option,"Re-enter location",,,,"Volver a entrar en la ubicación",,,,,,,,,,
c19.locate/location_outside_region_scope,"$LOCATION falls outside of $REGION.",,,,"$LOCATION cae fuera de $REGION.",,,,,,,,,,
c19.locate/api_error,"Oops. Something went wrong.",,,,"Oops. Algo salió mal.",,,,,,,,,,
c19.locate/empty_maps_results,"Unfortunately, I was unable to locate information for $LOCATION.",,,,"Desafortunadamente, no pude localizar información para $LOCATION.",,,,,,,,,,
c19.locate/location_entry_submit_button,"Enter",,,,"Entrar",,,,,,,,,,
c19.locate/input_placeholder,"ZIP Code or City/State",,,,"Código Postal o Ciudad/Estado",,,,,,,,,,
c19.moreinfo/lookup,"Let me see if I can find more details on the question: $QUESTION",,,,"Permítanme ver si puedo encontrar más detalles sobre la pregunta: $QUESTION",,,,,,,,,,
c19.moreinfo/no_info_available,"Unfortunately, I don't have any more details on that yet. Try checking your state's COVID-19 info site at $INFO_LINK",,,,"Desafortunadamente, aún no tengo más detalles al respecto. Intente revisar el sitio de información covid-19 de su estado en $INFO_LINK",,,,,,,,,,
c19.safety/cdc_link,"You can find more information about the safety of the COVID-19 vaccine at the [CDC's Website](https://www.cdc.gov/coronavirus/2019-ncov/vaccines/safety.html)",,,,"Puede encontrar más información sobre la seguridad de la vacuna COVID-19 en el [Sitio Web de los CDC] (https://www.cdc.gov/coronavirus/2019-ncov/vaccines/safety.html)",,,,,,,,,,
c19.links/schedule_vax,"Schedule a Vaccination",,,,"Programar una vacunación",,,,,,,,,,
c19.links/vax_providers,"View locations providing vaccines",,,,"Ver lugares que proporcionan vacunas",,,,,,,,,,
c19.links/vax_quiz,"Vaccine Eligibility Questionnaire",,,,"Cuestionario de elegibilidad para vacunas",,,,,,,,,,
c19.links/vax_info,"Vaccine Information Page",,,,,,,,,,,,,,
c19.eligibility/missing_policy_plan,"Unfortunately, I don't have details for $REGION.",,,,"Desafortunadamente, no tengo detalles para $REGION.",,,,,,,,,,
c19.eligibility/scheduling_link_text,"You can schedule a vaccination at $LINK",,,,"Puede programar una vacunación en $LINK",,,,,,,,,,
c19.eligibility/scheduling_phone_link_text,"You can call the scheduling hotline at $LINK",,,,"Puede llamar a la línea directa de programación en $LINK",,,,,,,,,,
c19.eligibility/registration_link_text,"You can register for updates at $LINK",,,,"Puede registrarse para recibir actualizaciones en $LINK",,,,,,,,,,
c19.eligibility/providers_link_text,"You can view a list of vaccination providers at $LINK",,,,"Puede ver una lista de proveedores de vacunación en $LINK",,,,,,,,,,
c19.eligibility.moreinfo/more_details_here,"You can find more details [here]($LINK).",,,,"Puede encontrar más detalles [aquí] ($LINK).",,,,,,,,,,
c19.eligibility/state_status,"$REGION is in phase $PHASE, which has $NUM_QUESTIONS eligibility question(s).",,,,"$REGION está en fase $PHASE, que tiene preguntas de elegibilidad $NUM_QUESTIONS.",,,,,,,,,,
c19.eligibility/state_status_nophase,"$REGION has $NUM_QUESTIONS eligibility question(s).",,,,"$REGION tiene preguntas de elegibilidad $NUM_QUESTIONS.",,,,,,,,,,
c19.eligibility/lets_check,"Let's check your eligibility.",,,"讓我們檢查您的資格。","Vamos a verificar su elegibilidad.",,,,,,,,,,
c19.eligibility/tribal_healthcare_question,"Are you a member of an American Indian tribe and receive healthcare through tribal healthcare services?",,,"您是美洲印第安人部落的成員，並且通過部落醫療保健服務獲得醫療保健嗎？","¿Es usted miembro de una tribu india americana y recibe atención médica a través de servicios de salud tribales?",,,,,,,,,,
c19.eligibility/tribal_healthcare_fallback,"You may already have access to the COVID-19 vaccine. You should check with your tribe's website or administrative office for eligibility details.",,,"您可能已經可以使用COVID-19疫苗。 您應向您部落的網站或行政辦公室查詢有關資格的詳細信息。","Es posible que ya tenga acceso a la vacuna COVID-19. Debe consultar con el sitio web o la oficina administrativa de su tribu para obtener detalles de elegibilidad.",,,,,,,,,,
c19.eligibility/workflow_available,"It looks like your state has set up a vaccination eligibility workflow site: $SITE.",,,"看來您所在的州已經建立了疫苗接種資格工作流程網站：$SITE。","Parece que su estado ha configurado un sitio de flujo de trabajo de elegibilidad de vacunación: $SITE.",,,,,,,,,,
