String ID,en-us,ko-kr,vi-vn,zh-cn,es-us,de-de,es-es,fi-fi,fr-fr,he-il,it-it,ja-jp,pt-pt,sv-se,th-th
CDC/Georgia/state_link,Georgia Department of Public Health,조지아 공중보건부,Sở Y tế Công cộng Georgia,乔治亚州公共卫生部,Departamento de Salud Pública de Georgia,,,,,,,,,,
CDC/Florida/state_link,Florida Department of Health,플로리다 보건부,Sở Y tế Florida,佛罗里达州卫生部,Departamento de Salud de Florida,,,,,,,,,,
CDC/Washington/state_link,Washington State Department of Health,,,,,,,,,,,,,,
CDC/Illinois/state_link,Illinois Department of Public Health,일리노이 공중보건부,Sở Y tế Công cộng Illinois,伊利诺斯州公共卫生部,Departamento de Salud Pública de Illinois,,,,,,,,,,
CDC/Mississippi/state_link,Mississippi State Department of Health,미시시피주 보건부,Sở Y tế Tiểu bang Mississippi,密西西比州卫生部,Departamento de Salud del Estado de Misisipi,,,,,,,,,,
CDC/Hawaii/state_link,Hawaii State Department of Health,하와이주 보건부,Sở Y tế Tiểu bang Hawaii,夏威夷州卫生部,Departamento de Salud del Estado de Hawái,,,,,,,,,,
CDC/Arizona/state_link,Arizona Department of Health Services,애리조나 보건부,Sở Dịch vụ Y tế Arizona,亚利桑那州卫生服务部,Departamento de Servicios de Salud de Arizona,,,,,,,,,,
CDC/Iowa/state_link,Iowa Department of Public Health,아이오와 공중보건부,Sở Y tế Công cộng Iowa,爱荷华州公共卫生部,Departamento de Salud Pública de Iowa,,,,,,,,,,
CDC/Guam/state_link,"Guam Department of Public Health and Social Services, Division of Public Health","괌 공중보건사회복지부, 공중보건과","Cục Y tế Công cộng, Sở Y tế Công cộng và Dịch vụ Xã hội Guam",关岛公共卫生与社会服务部、公共卫生部,"Departamento de Salud Pública y Servicios Sociales de Guam, División de Salud Pública",,,,,,,,,,
CDC/Michigan/state_link,Michigan Department of Health and Human Services ,미시간 보건복지부 ,Sở Y tế và Dịch vụ Nhân sinh Michigan ,密歇根州卫生与公共服务部 ,Departamento de Salud y Servicios Humanos de Michigan ,,,,,,,,,,
CDC/Colorado/state_link,Colorado Department of Public Health and Environment,콜로라도 공중보건환경부,Sở Y tế Công cộng và Môi trường Colorado,科罗拉多州公共卫生与环境部,Departamento de Salud Pública y Medio Ambiente de Colorado,,,,,,,,,,
CDC/Tennessee/state_link,Tennessee Department of Health,테네시 보건부,Sở Y tế Tennessee,田纳西州卫生部,Departamento de Salud de Tennessee,,,,,,,,,,
CDC/Connecticut/state_link,Connecticut State Department of Public Health,코네티컷주 공중보건부,Sở Y tế Công cộng Connecticut,康涅狄格州公共卫生部,Departamento de Salud Pública del Estado de Connecticut,,,,,,,,,,
CDC/Oregon/state_link,"Oregon Health Authority, Public Health Division","오리건 보건당국, 공중보건부","Vụ Y tế, Cục Y tế Công cộng Oregon",俄勒冈州卫生局、公共卫生部,"Autoridad Sanitaria de Oregón, División de Salud Pública",,,,,,,,,,
CDC/Alabama/state_link,Alabama Department of Public Health,앨라배마 공중보건부,Sở Y tế Công cộng Alabama,阿拉巴马州公共卫生部,Departamento de Salud Pública de Alabama,,,,,,,,,,
CDC/Virginia/state_link,Virginia Department of Health,버지니아 보건부,Sở Y tế Virginia,弗吉尼亚州卫生部,Departamento de Salud de Virginia,,,,,,,,,,
CDC/Utah/state_link,Utah Department of Health,유타 보건부,Sở Y tế Utah,犹他州卫生部,Departamento de Salud de Utah,,,,,,,,,,
CDC/Texas/state_link,Texas Department of State Health Services,텍사스 주 보건복지부,Sở Y tế Tiểu bang Texas,德克萨斯州卫生服务部,Departamento Estatal de Servicios de Salud de Texas,,,,,,,,,,
CDC/Wyoming/state_link,Wyoming Department of Health,와이오밍 보건부,Sở Y tế Wyoming,怀俄明州卫生部,Departamento de Salud de Wyoming,,,,,,,,,,
CDC/New_Mexico/state_link,New Mexico Department of Health,뉴멕시코 보건부,Sở Y tế New Mexico,新墨西哥州卫生部,Departamento de Salud de Nuevo México,,,,,,,,,,
CDC/Palau/state_link,Republic of Palau Ministry of Health,팔라우공화국 보건성,Bộ Y tế Cộng hòa Palau,帕劳共和国卫生部,Ministerio de Salud de la República de Palaos,,,,,,,,,,
CDC/West_Virginia/state_link,"West Virginia Department of Health and Human Resources, Bureau for Public Health","웨스트버지니아 보건인적자원부, 공중보건부","Cục Y tế Công cộng, Sở Y tế và Dịch vụ Nhân sinh Tây Virginia",西佛吉尼亚州卫生与人力资源部、公共卫生局,"Departamento de Salud y Recursos Humanos de Virginia Occidental, Departamento de Salud Pública",,,,,,,,,,
CDC/District_Of_Columbia/state_link,District of Columbia Department of Health,워싱턴 DC 보건부,Sở Y tế Đặc khu Columbia,哥伦比亚特区卫生部,Departamento de Salud del Distrito de Columbia,,,,,,,,,,
CDC/North_Dakota/state_link,North Dakota Department of Health,노스다코타 보건부,Sở Y tế Bắc Dakota,北达科他州卫生部,Departamento de Salud de Dakota del Norte,,,,,,,,,,
CDC/California_-_Los_Angeles_County/state_link,Los Angeles County Department of Public Health,로스앤젤레스 군 공중보건부,Sở Y tế Công cộng Quận Los Angeles,洛杉矶郡公共卫生部,Departamento de Salud Pública del Condado de Los Ángeles,,,,,,,,,,
CDC/New_York_–_New_York_City/state_link,New York City Department of Health and Mental Hygiene,뉴욕시 보건정신위생과,Sở Y tế và Sức khỏe Tâm thần Thành phố New York,纽约市健康与心理卫生部,Departamento de Salud e Higiene Mental de la Ciudad de Nueva York,,,,,,,,,,
CDC/American_Samoa/state_link,American Samoa Government Department of Human and Social Services,미국령 사모아 정부 사회복지부,Sở Y tế và Dịch vụ Xã hội Chính phủ Samoa thuộc Hoa Kỳ,美属萨摩亚政府公众与社会服务部,Departamento de Servicios Humanos y Sociales del Gobierno de Samoa Estadounidense,,,,,,,,,,
