String ID,en-us,ko-kr,vi-vn,zh-cn,es-us,de-de,es-es,fi-fi,fr-fr,he-il,it-it,ja-jp,pt-pt,sv-se,th-th
c19.link/scheduling.phone.caribou,"208-234-5875",,,,,,,,,,,,,,
c19.link/scheduling.phone.description.caribou,"(M-F 9:00 am to 4:00 pm)",,,,,,,,,,,,,,
c19.link/scheduling.phone.cassia,"208-737-1138",,,,,,,,,,,,,,
c19.link/scheduling.phone.description.cassia,"(M-F 8:00 am to 5:00 pm)",,,,,,,,,,,,,,
c19.link/scheduling.phone.clearwater,"866-736-6632",,,,,,,,,,,,,,
c19.link/scheduling.phone.description.clearwater,"(M-F 8:00 am to 5:00 pm)",,,,,,,,,,,,,,
c19.link/scheduling.phone.elmore,"208-321-2222",,,,,,,,,,,,,,
c19.link/scheduling.phone.description.elmore,"(M-F 8:30 am to 4:30 pm)",,,,,,,,,,,,,,
c19.link/scheduling.phone.franklin,"208-234-5875",,,,,,,,,,,,,,
c19.link/scheduling.phone.description.franklin,"(M-F 9:00 am to 4:00 pm)",,,,,,,,,,,,,,
c19.link/scheduling.phone.gem,"208-455-5411",,,,,,,,,,,,,,
c19.link/scheduling.phone.description.gem,"(M-F 8:30 am to 4:30 pm)",,,,,,,,,,,,,,
c19.link/scheduling.phone.gooding,"208-737-1138",,,,,,,,,,,,,,
c19.link/scheduling.phone.description.gooding,"(M-F 8:00 am to 5:00 pm)",,,,,,,,,,,,,,
c19.link/scheduling.phone.idaho,"866-736-6632",,,,,,,,,,,,,,
c19.link/scheduling.phone.description.idaho,"(M-F 8:00 am to 5:00 pm)",,,,,,,,,,,,,,
c19.link/scheduling.phone.jerome,"208-737-1138",,,,,,,,,,,,,,
c19.link/scheduling.phone.description.jerome,"(M-F 8:00 am to 5:00 pm)",,,,,,,,,,,,,,
c19.link/scheduling.phone.latah,"866-736-6632",,,,,,,,,,,,,,
c19.link/scheduling.phone.description.latah,"(M-F 8:00 am to 5:00 pm)",,,,,,,,,,,,,,
c19.link/scheduling.phone.lewis,"866-736-6632",,,,,,,,,,,,,,
c19.link/scheduling.phone.description.lewis,"(M-F 8:00 am to 5:00 pm)",,,,,,,,,,,,,,
c19.link/scheduling.phone.id.lincoln,"208-737-1138",,,,,,,,,,,,,,
c19.link/scheduling.phone.description.id.lincoln,"(M-F 8:00 am to 5:00 pm)",,,,,,,,,,,,,,
c19.link/scheduling.phone.minidoka,"208-737-1138",,,,,,,,,,,,,,
c19.link/scheduling.phone.description.minidoka,"(M-F 8:00 am to 5:00 pm)",,,,,,,,,,,,,,
c19.link/scheduling.phone.nez_perce,"866-736-6632",,,,,,,,,,,,,,
c19.link/scheduling.phone.description.nez_perce,"(M-F 8:00 am to 5:00 pm)",,,,,,,,,,,,,,
c19.link/scheduling.phone.id.oneida,"208-234-5875",,,,,,,,,,,,,,
c19.link/scheduling.phone.description.id.oneida,"(M-F 9:00 am to 4:00 pm)",,,,,,,,,,,,,,
c19.link/scheduling.phone.owyhee,"208-455-5411",,,,,,,,,,,,,,
c19.link/scheduling.phone.description.owyhee,"(M-F 8:30 am to 4:30 pm)",,,,,,,,,,,,,,
c19.link/scheduling.phone.payette,"208-455-5411",,,,,,,,,,,,,,
c19.link/scheduling.phone.description.payette,"(M-F 8:30 am to 4:30 pm)",,,,,,,,,,,,,,
c19.link/scheduling.phone.power,"208-234-5875",,,,,,,,,,,,,,
c19.link/scheduling.phone.description.power,"(M-F 9:00 am to 4:00 pm)",,,,,,,,,,,,,,
c19.link/scheduling.phone.twin_falls,"208-737-1138",,,,,,,,,,,,,,
c19.link/scheduling.phone.description.twin_falls,"(M-F 8:00 am to 5:00 pm)",,,,,,,,,,,,,,
c19.link/scheduling.phone.valley,"208-321-2222",,,,,,,,,,,,,,
c19.link/scheduling.phone.description.valley,"(M-F 8:30 am to 4:30 pm)",,,,,,,,,,,,,,
c19.link/scheduling.phone.washington,"208-455-5411",,,,,,,,,,,,,,
c19.link/scheduling.phone.description.washington,"(M-F 8:30 am to 4:30 pm)",,,,,,,,,,,,,,
