String ID,en-us,ko-kr,vi-vn,zh-cn,es-us,de-de,es-es,fi-fi,fr-fr,he-il,it-it,ja-jp,pt-pt,sv-se,th-th
c19.eligibility.acip.1a/healthcare_worker,Are you a healthcare worker?,,,,,,,,,,,,,,
c19.eligibility.acip.1a/long_term_care_resident,Are you a long-term care resident?,,,,,,,,,,,,,,
c19.eligibility.acip.1a/healthcare_worker.Louisiana,Are you a healthcare worker within a hospital?,,,,,,,,,,,,,,
c19.eligibility.acip.1a/health.District of Columbia,Are you an inpatient psychiatric patient?,,,,,,,,,,,,,,
c19.eligibility.acip.1a/health.Florida,Have you been deemed extremely vulnerable to COVID-19 by hospital providers?,,,,,,,,,,,,,,
c19.eligibility.acip.1a/health.Ohio,Are you a psychiatric hospital patient?,,,,,,,,,,,,,,
c19.eligibility.acip.1a/health.Tennessee,"Are you age 18-74, but unable to live independently?",,,,,,,,,,,,,,
c19.eligibility.acip.1a/essential_worker.Arkansas,Are you a firefighter or law enforcement officer?,,,,,,,,,,,,,,
c19.eligibility.acip.1a/essential_worker.Georgia,"Are you a caregiver of a person aged 65+, or a firefighter or law enforcement officer?",,,,,,,,,,,,,,
c19.eligibility.acip.1a/essential_worker.Indiana,"Are you a firefighter, law enforcement officer, or corrections staff?",,,,,,,,,,,,,,
c19.eligibility.acip.1a/essential_worker.Maryland,"Are you a corrections officer, law enforcement officer, frontline judiciary staff, or long-term care facility staff within a nursing home?",,,,,,,,,,,,,,
c19.eligibility.acip.1a/essential_worker.Nevada,"Are you a law enforcement officer, public safety officer, corrections staff, a deployed and mission-critical personnell with an essential national security role, or a staff member with state and local emergency operations?",,,,,,,,,,,,,,
c19.eligibility.acip.1a/essential_worker.New Hampshire,Are you a firefighter or law enforcement officer?,,,,,,,,,,,,,,
c19.eligibility.acip.1a/essential_worker.South Dakota,Are you a law enforcement office or corrections staff?,,,,,,,,,,,,,,
c19.eligibility.acip.1a/essential_worker.Utah,"Are you a K-12 personnel, or a non-EMS first responder?",,,,,,,,,,,,,,
c19.eligibility.acip.1a/essential_worker.Wyoming,Are you a law enforcement officer?,,,,,,,,,,,,,,
c19.eligibility.acip.1a/override.elderly.Florida,Are you age 65+?,,,,,,,,,,,,,,
c19.eligibility.acip.1a/override.elderly.Georgia,Are you age 65+?,,,,,,,,,,,,,,
c19.eligibility.acip.1a/override.elderly.Tennessee,Are you age 75+?,,,,,,,,,,,,,,
c19.eligibility.acip.1a/override.elderly.West Virginia,Are you age 80+?,,,,,,,,,,,,,,
c19.eligibility.acip.1b/healthcare_worker,Are you a healthcare worker?,,,,,,,,,,,,,,
c19.eligibility.acip.1b/long_term_care_resident,Are you a long-term care resident?,,,,,,,,,,,,,,
c19.eligibility.acip.1b/essential_worker,"Are you as an essential frontline worker? This includes first responders; corrections officers; and workers in the food and agricultural sector, USPS, manufacturing, grocery stores, public transit, education, or child care.",,,,,,,,,,,,,,
c19.eligibility.acip.1b/elderly,Are you age 75+?,,,,,,,,,,,,,,
c19.eligibility.acip.1b/override.elderly.Alaska,Are you age 55+?,,,,,,,,,,,,,,
c19.eligibility.acip.1b/override.elderly.Arkansas,Are you age 70+?,,,,,,,,,,,,,,
c19.eligibility.acip.1b/override.elderly.California,Are you age 65+?,,,,,,,,,,,,,,
c19.eligibility.acip.1b/override.elderly.Colorado,Are you age 70+?,,,,,,,,,,,,,,
c19.eligibility.acip.1b/override.elderly.Delaware,Are you age 65+?,,,,,,,,,,,,,,
c19.eligibility.acip.1b/override.elderly.District of Columbia,Are you age 65+?,,,,,,,,,,,,,,
c19.eligibility.acip.1b/override.elderly.Illinois,Are you age 65+?,,,,,,,,,,,,,,
c19.eligibility.acip.1b/override.elderly.Indiana,Are you age 60+?,,,,,,,,,,,,,,
c19.eligibility.acip.1b/override.elderly.Kansas,Are you age 65+?,,,,,,,,,,,,,,
c19.eligibility.acip.1b/override.elderly.Kentucky,Are you age 70+?,,,,,,,,,,,,,,
c19.eligibility.acip.1b/override.elderly.Louisiana,Are you age 70+?,,,,,,,,,,,,,,
c19.eligibility.acip.1b/override.elderly.Missouri,Are you age 65+?,,,,,,,,,,,,,,
c19.eligibility.acip.1b/override.elderly.Montana,Are you age 70+?,,,,,,,,,,,,,,
c19.eligibility.acip.1b/override.elderly.North Dakota,Are you age 65+?,,,,,,,,,,,,,,
c19.eligibility.acip.1b/override.elderly.Ohio,Are you age 65+?,,,,,,,,,,,,,,
c19.eligibility.acip.1b/override.elderly.Oklahoma,Are you age 65+?,,,,,,,,,,,,,,
c19.eligibility.acip.1b/override.elderly.South Dakota,Are you age 65+?,,,,,,,,,,,,,,
c19.eligibility.acip.1b/override.elderly.Tennessee,Are you age 65+?,,,,,,,,,,,,,,
c19.eligibility.acip.1b/override.elderly.Texas,Are you age 65+?,,,,,,,,,,,,,,
c19.eligibility.acip.1b/override.elderly.Utah,Are you age 70+?,,,,,,,,,,,,,,
c19.eligibility.acip.1b/override.elderly.Washington,Are you age 70+?,,,,,,,,,,,,,,
c19.eligibility.acip.1b/override.elderly.Wyoming,Are you age 70+?,,,,,,,,,,,,,,
c19.eligibility.acip.1b/override.essential_worker.California,"Are you as an essential frontline worker? This includes first responders; corrections officers; workers in undustrial, commercial, residential, and sheltering facilites and services, and workers in the food and agricultural sector, USPS, manufacturing, grocery stores, public transit, education, or child care.",,,,,,,,,,,,,,
c19.eligibility.acip.1b/override.essential_worker.Colorado,"Are you as an essential frontline worker? This includes first responders; corrections officers; officials from executive, legislative, and judicial branches of government; essential frontline journalists; human services staff; and workers in the food and agricultural sector, USPS, manufacturing, grocery stores, public transit, education, or child care.",,,,,,,,,,,,,,
c19.eligibility.acip.1b/override.essential_worker.Georgia,Are you classified as an essential worker?,,,,,,,,,,,,,,
c19.eligibility.acip.1b/override.essential_worker.Kansas,"Are you as an essential frontline worker? This includes first responders; corrections officers; and workers in the food and agricultural sector, USPS, manufacturing, grocery stores, public transit, education, retail, warehousing, sales, supplying critical material to the COVID-19 response, or child care.",,,,,,,,,,,,,,
c19.eligibility.acip.1b/override.essential_worker.Kentucky,Are you a K-12 personnel or first responder?,,,,,,,,,,,,,,
c19.eligibility.acip.1b/override.essential_worker.Louisiana,"Are you as an essential frontline worker? This includes first responders; corrections officers; and workers in the food and agricultural sector, health care workers, security personnel, USPS, manufacturing, grocery stores, public transit, education, or child care.",,,,,,,,,,,,,,
c19.eligibility.acip.1b/override.essential_worker.Maryland,"Are you a K-12 personnel, continuity of government staff, or developmentally disabled?",,,,,,,,,,,,,,
c19.eligibility.acip.1b/override.essential_worker.Massachusetts,Are you classified as an essential worker?,,,,,,,,,,,,,,
c19.eligibility.acip.1b/override.essential_worker.New Hampshire,Are you a corrections officer or staff member?,,,,,,,,,,,,,,
c19.eligibility.acip.1b/override.essential_worker.New Jersey,Are you a firefighter or law enforcement officer?,,,,,,,,,,,,,,
c19.eligibility.acip.1b/override.essential_worker.New Mexico,"Are you as an essential frontline worker? This includes first responders; corrections officers; adult and child protective services; court personnel; personnel who provide services to maintain the safety of homes and businesses; and workers in the food and agricultural sector, USPS, manufacturing, grocery stores, public transit, education, hardware/construction stores, laundromats/dry cleaners, or child care.",,,,,,,,,,,,,,
c19.eligibility.acip.1b/override.essential_worker.New York,"Are you a K-12 personnel, first responder, public safety worker, or public transit worker?",,,,,,,,,,,,,,
c19.eligibility.acip.1b/override.essential_worker.North Dakota,"Are you a K-12 personnel, a preschool worker, or a child-care worker?",,,,,,,,,,,,,,
c19.eligibility.acip.1b/override.essential_worker.Ohio,Are you a K-12 personnel?,,,,,,,,,,,,,,
c19.eligibility.acip.1b/override.essential_worker.Pennsylvania,"Are you as an essential frontline worker? This includes first responders; corrections officers; clergy; the staff of early childhood and adult day programs; and workers in the food and agricultural sector, USPS, manufacturing, grocery stores, public transit, education, or child care.",,,,,,,,,,,,,,
c19.eligibility.acip.1b/override.essential_worker.South Dakota,"Are you K-12 or college personnel, or a funeral service worker?",,,,,,,,,,,,,,
c19.eligibility.acip.1b/override.essential_worker.Tennessee,"Are you a first responder, K-12 personnel, or child-care personnel?",,,,,,,,,,,,,,
c19.eligibility.acip.1b/override.essential_worker.Utah,"Are you a K-12 personnel, or a non-EMS first responder?",,,,,,,,,,,,,,
c19.eligibility.acip.1b/override.health.Alaska,"Are you age 50+ with 2 or more high-risk health conditions, or are you age 16+ and are a member of an unserved community?",,,,,,,,,,,,,,
c19.eligibility.acip.1b/override.health.Massachusetts,Are you age 16+ with at least 2 high-risk medical conditions?,,,,,,,,,,,,,,
c19.eligibility.acip.1b/override.health.Missouri,Are you age 16+ with a high-risk medical condition?,,,,,,,,,,,,,,
c19.eligibility.acip.1b/override.health.Montana,"Are you an American Indian or other person of color at elevated risk for COVID-19 complications, or age 16+ with a high risk medical condition?",,,,,,,,,,,,,,
c19.eligibility.acip.1b/override.health.New Hampshire,"Are you age 16+ with 2 or more underlying health conditions, or a caregiver to such?",,,,,,,,,,,,,,
c19.eligibility.acip.1b/override.health.New Mexico,Are you age 16+ with a high risk medical condition?,,,,,,,,,,,,,,
c19.eligibility.acip.1b/override.health.North Dakota,Are you age 16+ with 2 or more high-risk conditions?,,,,,,,,,,,,,,
c19.eligibility.acip.1b/override.health.Ohio,"Are you living with severe congenital, developmental, or early-onset conditions?",,,,,,,,,,,,,,
c19.eligibility.acip.1b/override.health.Oklahoma,Are you age 16+ with at least one high-risk medical condition?,,,,,,,,,,,,,,
c19.eligibility.acip.1b/override.health.Pennsylvania,Are you receiving home and community based services?,,,,,,,,,,,,,,
c19.eligibility.acip.1b/override.health.South Dakota,Are you age 16+ with 2 or more high-risk medical conditions?,,,,,,,,,,,,,,
c19.eligibility.acip.1b/override.health.Texas,Are you age 16+ with at least one high-risk medical condition?,,,,,,,,,,,,,,
c19.eligibility.acip.1b/override.health.Washington,"Are you age 50+ in a multi-generational household, work in a congregate setting such as a group home, or have 2 or more medical conditions?",,,,,,,,,,,,,,
c19.eligibility.acip.1b/override.congregate.Alabama,"Do you live in a congregate setting (e.g. homeless shelter, group home, prison, or jail)?",,,,,,,,,,,,,,
c19.eligibility.acip.1b/override.congregate.Alaska,"Do you live in a congregate setting (e.g. homeless shelter, group home, or correctional facility)?",,,,,,,,,,,,,,
c19.eligibility.acip.1b/override.congregate.Arizona,Do you live with high-risk conditions in a congregate setting?,,,,,,,,,,,,,,
c19.eligibility.acip.1b/override.congregate.California,Are you homeless or incarcerated?,,,,,,,,,,,,,,
c19.eligibility.acip.1b/override.congregate.Connecticut,Do you live in a congregate setting?,,,,,,,,,,,,,,
c19.eligibility.acip.1b/override.congregate.District of Columbia,"Do you live in an intermediate care facility, a group home, or another high-risk congregate setting?",,,,,,,,,,,,,,
c19.eligibility.acip.1b/override.congregate.Illinois,"Do you live in a sheltered population (e.g. homeless, day programs, inmates?)",,,,,,,,,,,,,,
c19.eligibility.acip.1b/override.congregate.Kansas,"Do you live in a congregate setting (e.g. homeless sherter, emergency sherter, correctional facility, behavioral health institution, or others)?",,,,,,,,,,,,,,
c19.eligibility.acip.1b/override.congregate.Maryland,"Do you live in an assisted living facility, special needs group home, or are a high-risk inmate?",,,,,,,,,,,,,,
c19.eligibility.acip.1b/override.congregate.Montana,Do you live in a congregate setting or correctional facility?,,,,,,,,,,,,,,
c19.eligibility.acip.1b/override.congregate.New Hampshire,Are you a resident of a facility for people with intellectual and developmental disabilities?,,,,,,,,,,,,,,
c19.eligibility.acip.1b/override.congregate.New Mexico,"Do you live in a congregate setting such as a psychiatric hospital, correctional institution, county jail, or juvenile detention facility?",,,,,,,,,,,,,,
c19.eligibility.acip.1b/override.congregate.North Dakota,"Do you live in a congregate setting such as a correctional facility, group home, treatment center, or homeless shelter?",,,,,,,,,,,,,,
c19.eligibility.acip.1b/override.congregate.Oklahoma,Do you live in a homeless shelter or correctional facility?,,,,,,,,,,,,,,
c19.eligibility.acip.1b/override.congregate.Pennsylvania,Do you live in a congregate setting not otherwise specified as a long-term care facility?,,,,,,,,,,,,,,
c19.eligibility.acip.1b/override.congregate.South Dakota,"Do you live in a congregate setting, independent living facility, or group home?",,,,,,,,,,,,,,
c19.eligibility.acip.1b/override.congregate.Virginia,"Do you live in a correctional facility, homeless shelter, or migrant labor camp?",,,,,,,,,,,,,,
c19.eligibility.acip.1b/override.congregate.Washington,"Do you live in a congregate setting such as a correctional facility, prison, jail, group home for people with disabilities; or do you experience homelessness and access services or live in a congregate setting such as a shelter or temporary housing?",,,,,,,,,,,,,,
c19.eligibility.acip.1c/healthcare_worker,Are you a healthcare worker?,,,,,,,,,,,,,,
c19.eligibility.acip.1c/long_term_care_resident,Are you a long-term care resident?,,,,,,,,,,,,,,
c19.eligibility.acip.1c/essential_worker,Are you classified as an essential worker?,,,,,,,,,,,,,,
c19.eligibility.acip.1c/health,"Are you age 16+, and have a high-risk medical condition?",,,,,,,,,,,,,,
c19.eligibility.acip.1c/elderly,Are you age 65+?,,,,,,,,,,,,,,
c19.eligibility.acip.1c/override.elderly.Alaska,Are you age 55+?,,,,,,,,,,,,,,
c19.eligibility.acip.1c/override.elderly.Indiana,Are you age 60+?,,,,,,,,,,,,,,
c19.eligibility.acip.1c/override.congregate.Alabama,"Do you live in a congregate setting (e.g. homeless shelter, group home, prison, or jail)?",,,,,,,,,,,,,,
c19.eligibility.acip.1c/override.congregate.Alaska,"Do you live in a congregate setting (e.g. homeless shelter, group home, or correctional facility)?",,,,,,,,,,,,,,
c19.eligibility.acip.1c/override.congregate.Arizona,Do you live in a congregate setting?,,,,,,,,,,,,,,
c19.eligibility.acip.1c/override.congregate.California,Are you homeless or incarcerated?,,,,,,,,,,,,,,
c19.eligibility.acip.1c/override.congregate.Connecticut,Do you live in a congregate setting?,,,,,,,,,,,,,,
c19.eligibility.acip.1c/override.congregate.Delaware,"Do you live in a congregate setting with a high risk condition (including homeless shelters, group homes, and correctional facilities)?",,,,,,,,,,,,,,
c19.eligibility.acip.1c/override.congregate.District of Columbia,"Do you live in an intermediate care facility, a group home, or another high-risk congregate setting?",,,,,,,,,,,,,,
c19.eligibility.acip.1c/override.congregate.Illinois,"Do you live in a sheltered population (e.g. homeless, day programs, inmates?)",,,,,,,,,,,,,,
c19.eligibility.acip.1c/override.congregate.Kansas,"Do you live in a congregate setting (e.g. homeless sherter, emergency sherter, correctional facility, behavioral health institution, or others)?",,,,,,,,,,,,,,
c19.eligibility.acip.1c/override.congregate.Maryland,"Do you live in an assisted living facility, special needs group home, or are a high-risk inmate?",,,,,,,,,,,,,,
c19.eligibility.acip.1c/override.congregate.Mississippi,Are you age 16+ and live in a congregate setting or a correctional facility?,,,,,,,,,,,,,,
c19.eligibility.acip.1c/override.congregate.Montana,Do you live in a congregate setting or correctional facility?,,,,,,,,,,,,,,
c19.eligibility.acip.1c/override.congregate.New Hampshire,Are you a resident of a facility for people with intellectual and developmental disabilities?,,,,,,,,,,,,,,
c19.eligibility.acip.1c/override.congregate.New Mexico,"Do you live in a congregate setting such as a psychiatric hospital, correctional institution, county jail, or juvenile detention facility?",,,,,,,,,,,,,,
c19.eligibility.acip.1c/override.congregate.North Carolina,Do you live in a congregate setting or a correctional facility?,,,,,,,,,,,,,,
c19.eligibility.acip.1c/override.congregate.North Dakota,"Do you live in a congregate setting such as a correctional facility, group home, treatment center, or homeless shelter?",,,,,,,,,,,,,,
c19.eligibility.acip.1c/override.congregate.Oklahoma,Do you live in a homeless shelter or correctional facility?,,,,,,,,,,,,,,
c19.eligibility.acip.1c/override.congregate.Pennsylvania,Do you live in a congregate setting not otherwise specified as a long-term care facility?,,,,,,,,,,,,,,
c19.eligibility.acip.1c/override.congregate.South Dakota,"Do you live in a congregate setting, independent living facility, or group home?",,,,,,,,,,,,,,
c19.eligibility.acip.1c/override.congregate.Utah,Do you live in a congregate setting?,,,,,,,,,,,,,,
c19.eligibility.acip.1c/override.congregate.Virginia,"Do you live in a correctional facility, homeless shelter, or migrant labor camp?",,,,,,,,,,,,,,
c19.eligibility.acip.1c/override.congregate.Washington,"Do you live in a congregate setting such as a correctional facility, prison, jail, group home for people with disabilities; or do you experience homelessness and access services or live in a congregate setting such as a shelter or temporary housing?",,,,,,,,,,,,,,
c19.eligibility.acip.1c/override.augment.Alaska,Are you age 16+ and a member of an unserved community?,,,,,,,,,,,,,,
c19.eligibility.acip.1c/override.augment.Montana,Are you an American Indian or other person of color at elevated risk for COVID-19 complications?,,,,,,,,,,,,,,
c19.eligibility.acip.2/age,Are you age 16+?,,,,,,,,,,,,,,
